A3T4KKUM1JATUX;Disappointed Sony customer
A3S3VSXEFXBMRC;N. Chernyavskaya
AP36RZOTV0O2Z;Lea S "Ever Learning"
A1BL0WXYFTVIHK;Monkin
A1AMRAAFW8QBYF;Tulor "Yvonne"
A2RGCWGCCZX4DT;M.A.
A2YJI7D17JVOAQ;Ashley
ABT10LKZ5QA7E;DM
AZZ3QEYYE9H6C;stargurl78
A3TQO4UITN6PLJ;ghstbstr
AR49D0U6V41ED;Linda Schulte
A2D4GWXQOGXLQD;V.T.
A1VAWQJQAU0LAW;L. Williamson
A24X9SUKUQWTY6;S. Briscoe
A3RVWRM8DVUFP4;Starz
A33SCZYAAAF7N;Brad Harvey
ASL6JYN8PUYWF;Vanessa Mitchell
A2QH1OI8X5DE8H;Karen Torimaru "shiny metals"
AQDPZMH92GHBL;DenimWolf "Linz"
A1UVD4A4NXTTN2;C. Deveau
A1ZSF5CJ0A4CIO;Fancy Trimmins
A38JDNKK4OGWM0;A. Frazer
AA733BNMNG4UV;Wolf-Girl "Wolf-Girl"
A21GXBG39TYWDS;B. Mariani
A30VF2IROUG1QP;Jessica A. Richardson "bluejessie"
A3ADHC0NY5ASVR;Jessica
A2SK0842951ASH;Frank Wilson, Jr.
A3MGZ4IFKOV359;D. Kanester "Shops for nieces"
A2R9ZCBMW0BWFW;Amanda Hefflinger
A3A9BYE27J2LVV;Marie-Louise "Avid reader, history buff, mom,...
A3RO5RJ751VNE;Mad about SHOES! "Mad about SHOES!"
A25P5PI1UYNCLA;GreenistheBest
A2NTITTGZOMAOI;Faith Mendelson "TexnPrncss73"
A32QAN7L2DODA7;T. Panter
A27YCC9HOP70SS;Tom R
AQFP18GMXTNA1;Noland
A12H1ER7VNBJUZ;M. Maresh
A2FEV9GZZEORU4;Edwina R. Fangio
A3MPWJR665CGP2;Snoopy
AVY3OUIV2IPH9;Devilin Hart "Randal S. LaMere"
A2ELXN1P8SK922;finnsmom
A1P6393GR92EKV;Ahmad Al Alaiwat
A21H5EMKMO3OUP;Lisa D. Gold "L Gold"
A3CAKJ3QAKLB8X;R. Gomez
A2WXDCSRC9P83S;Alison C. Martin "Caribbeansunshine"
A2BBQQT75F9G1Z;Ruby Marlowe
AY3D2CZMD4X6M;Jen F "Jen"
A1VYKA22BCQS09;sylvia m klages
A2QPZ0B3NKBUXG;Velocity Girl "Spacey"
A1YTD19DA2KN88;A R K "BoOkWoRm76"
AZ09VUOYOSP8P;Deanna Miller
A1L5I49SHEEH0R;M. Parra
AAGN4623Q2I2;c r k
A1ZLS80IXSLH84;Patricia Hood "pre school teacher"
unknown;unknown
unknown;unknown
unknown;unknown
AONVRCA2XRWDP;C. Kemner
A1ACW3CYP9DM3H;ajs
A1RWJ2WA71XCOU;O. Gitin
A3JT78H288R87X;Rocketwidget
A14P78VEDGGJQZ;Jennifer D. Bazemore "GaPch"
A1A0UVYXBYCPR9;Lendric D. Burnside
A276OI0NHBYORX;Rebecca N
A25A5D7M8LULKS;Carla Gerber
A1HQS9P7BLLS8G;Aleta Payne
A1U6CDHECA47AV;C. T. Roe "busymom03"
ARFX45KQZTD7;Lorna M. "hockey mom"
A3SONRA8RBEAP2;Geraldine Villari "Gerry"
A34LSH8BHCLQYE;Marilyn S. D. "can't stop reading"
A2F5KIAJEFV792;Killer Queen
A3TORB5F6GM89G;Hurricane Irene
A3P8WZ8E14G8SZ;Bunkster Brown
A2F5KIAJEFV792;Killer Queen
A22NIU3SUUBWA7;Beate
A3F2AMREJGO8WN;Nanette S. Bradley
A1UMRHDCUIGWHU;Richard F. Morris "Jupiter and Zeus"
A1BLVIBAB7QOPY;Pamela Lanagan
A1O6ZI6SJ73F6L;nancyv
A2KW7UD61QULN7;Nate294
A3JY67RPIGD4O;Ramona Grant
AJF9XNPY1MG29;C. M. McKeown
A3B34GHW4E1AIQ;B. E. Gillette
APMUCD1IRGUDB;B. Tombul
A2HEHYZEK20CQR;M "leader"
A1QVFG62AYDLKR;J. Winningham
A1WWCC9KKRFMB3;Cindy Bradbury
A5QZIAMVMCB96;Mary J. Girgis "MARY J GIRGIS"
A2A7OKVFA67O86;TPG
A36WPR6V5SC19W;Douglas S. Campbell
A3G95WJAIEE2P0;Maija Dolph
A1W1URRBE6WUYB;ladykym
AC73NIXA5C00X;SectionSav
A791I7FCB6KXH;Deborah Eastland
A3FPMX5JSWZNUI;Robin E. Pretzer
A213MWBSXZTCFJ;M. J. Root
A2BYCR0FA5M6JW;Lizzette T. Anderson "The Mrs."
A1B416N8UIG0N;Alice C. Tesch
A3QYZJ1WEZSHVU;Astraea
A1957F9WE04SVT;PBM29
AR15V12UUIIAU;Nelly Pak "luminary"
A1ZCD3T0EMBX5V;Kelly Phoenix
A2WHSXQYRQNU2K;TM Lawyer
A3BUFUWUSAO06T;B.C
A37U4DCUHI8V1T;B. Goforth
AY7QT3K5NSR1Y;Debra W. Herter "debherter"
A2N6UZTNJNVS3A;D. BAX "Ditinagirl"
A2OUPQOCIJVC5K;LP
AC0DGQATQMLB9;Lori Weyrauch
A14322H6QPRR2V;Deborah Edwards "Honeybee"
A2LBEKWP6RIF5L;hm
A20B5QJ9CZETKL;Tech Girl
A156OM265WKZXS;O. Frag
A325WRCE55UU4X;E. Bell
A2EX2IHZT7ZVSC;Darlene Jones
A2Q7OJTVPIO2XH;Kenneth J. Hudak
A9JOEACH9320U;Anna Smith "Anna"
A2Q7OJTVPIO2XH;Kenneth J. Hudak
A2Q7OJTVPIO2XH;Kenneth J. Hudak
A3TXB9A5BNWCO6;Suzanne W
A39CL85SE8O7WZ;val
A2S1BDWYYFRYFJ;Matthew A. Hall "Road Warrior"
A121TTG5Z75N9H;D. Deloris Grayson
A1463YOE6QZZ0M;J. Saltos
A5P113T58UJKP;Malena
AAMWEN3OHDTAZ;Jack Andrews "Jack"
A2W4WQK8OEPV67;B. Cohen
A2Q7OJTVPIO2XH;Kenneth J. Hudak
A2P47N7TURLZK6;Timothy
A1G617RUY45UXA;jn "photo cook"
AW1Z0R83IFA7Y;Meg "Megan Chilton"
AW1Z0R83IFA7Y;Meg "Megan Chilton"
A2Q7OJTVPIO2XH;Kenneth J. Hudak
A2Q7OJTVPIO2XH;Kenneth J. Hudak
AJBS4TWZVJQI4;grammar lover
A3VMUAEQ29M4L3;Mom &amp; student
A23NF1XREN6DLP;K. Walton "brainworm"
A3UED9J35FMRFF;Jason Gurran "Foxxy"
A3U2ANFNE3WPJJ;bran83 "Brandon"
ANR3DM88BR3A6;Jennifer F
AU3DTZR45B0U7;Thomas D. Demasi
A1HAM80QPFFBLQ;Judy Pilcher
A18083CTKYUGXW;M. Maurice
A3ICFOKQWN2FJW;Dave K
A2QK7GWFQVDOMO;Turdle2
A2DC291W3X7UVI;Holly Wilkins
A160TQASJI4FDD;E. Winters
ADS3UXC52BDD5;Mary Ann Portalatin "SURFERMOM7"
A2F1F12XQTN6C9;Helen C. Miller
A2NYIZGLQC92M1;Tracy J. Jacobsen "grannycat"
A2U13K3M0C8BLF;mckeeca
AGWCBWZA038T8;Cindy M. "Cindy M."
A1L9DGR6E21SFP;R. Wilson
A8SGE5GDVZBKM;Z. Zeng
A104SG9QZ92UAH;Andrew & Blake's mommy
A2YF1GRQGYJM0B;Holly M. Burger
A18JZMNQXROWZ1;Cristina Ionescu "Criss"
AC6IDFW34EO9D;tuthers
A2EEDE1AMCYBC7;T.B.
A2UFRMAJH5YGCE;Mo
A378LCFBTJSNVG;B. K. Casserly
A18N1CSWPUU3P5;P. Kutschke
AM1T0R4ZEM872;L. McClure
A3DUX51RO9P234;le.breeze
A38Q5EKM6M58VJ;lovemymutts
A265IN7433GVBV;317537
A1ZKI8KE898ZQW;S. Wang
A13CU5U9M02TU8;cdnanartow17
A2VQ6ZSUMQNFCU;acmuma
ATO5WWBNPRLZ4;Abby Dubnoff
AHCJGI9K49XWB;Dolores Kerezman
A13NOHALWIW7LD;Car washer
A3U0YTQ0KKO86O;mbailey
A3S60AVYOP3XHN;Sean D. Clarkin
AW1Z0R83IFA7Y;Meg "Megan Chilton"
A3DURT746WSMAQ;Margaret A. Coxford "Peggy C"
A14W2KQQV42IML;Samurai Lover
A1EM16DYEUXP6X;Michael Anthony Garcia "h~d 504"
A395P9MX0MKB1D;Evil Queen "Bad and Bold"
A1YA9K8FUH7VMF;Rhonda Lewis "MaryKay Consultant"
A39HJ898QVXU2U;Cindy A. Jent
A60SM22X8JK4;Timki
A1DQC28TT2HWFH;Roger Fenton
A1VZME99ZHHHFW;lady105 "smart consumer"
AB8MJK4SHRMS9;Wesley S. Pahl
A3UCA9MWTUPUX;Nose in a Book "Karen G"
A1SXF1G7RIIVRR;Sherry Ford
A479HG6AWNRC1;Lee Ju Young "wise lady"
AQD121W8XWFKU;Sister Cece
A3RB7D14JK40FT;Kdog
AVKPIB44EN4L8;T. Gehring
AENQ0984ITP3H;MiChelle
A1OEXYBA1SWTCJ;Peter
A2JDYI6HUQV7VE;C. Ley "ladyley"
A15WPQIKSN2R7S;Eleanor Walsh
AW1Z0R83IFA7Y;Meg "Megan Chilton"
AW1Z0R83IFA7Y;Meg "Megan Chilton"
ASL1O25IFB6AC;CarlittaGirl
A3EO538SBE7K6P;D. Nagle "Nanny D"
A2DWYRAZKLB2ON;Nancy Sid Minor "Nancy reads"
A39PI9BTCHT2GY;R. Gibbs
AJMNUHDZX284D;D. Taller
A1LM6BUPDBM31S;Thelma L James
A257FSLCU9AB7W;Pam
A3AJLOTVTMALHQ;D. Perry
A2V87OE4QNLOND;dancer
A3F1RHKF7DYA41;Jessica
A3PF391IV0EGUB;Amy
A5K1F0HZJ9B9K;Doones "shopper for sure"
A3NXV4L64OB40J;D. DiPietro
A909V722FQZ93;K. M. Davidson "momakat"
A3H4BIYGGSC3ST;J. C. Mckinney "jcm"
A1GJOU1OAZW8GH;Nina Ballerina
A2Z8XSMI5WST4R;411shopper
A3LLB00T41LCJ9;C. tyburski
A21GQ6PPGA910S;Steve Rose
A3P7X8DA9DAHX7;Chuck
A1HQ7Y6DX3MMWM;J. Chilton
A3HG96R336EG7;Sharolyn S. Willoughby
AWGPTNVLJVNTX;S. Grant
A3LLB00T41LCJ9;C. tyburski
A21GQ6PPGA910S;Steve Rose
A3P7X8DA9DAHX7;Chuck
A1HQ7Y6DX3MMWM;J. Chilton
A3HG96R336EG7;Sharolyn S. Willoughby
AW1Z0R83IFA7Y;Meg "Megan Chilton"
A2UHHCWSMYHMXG;Jeanne Rockman
AYLMJ8AGNDTSU;Claudia Stec
ARJN0SR5BQA7F;S. Thunberg "Sussan"
A2SN9GNGJKY39R;A. Thomas
A28SB2RF4S5RXF;M. Ellsworth
A200H4TBBSDU4A;J. Brown
AW1Z0R83IFA7Y;Meg "Megan Chilton"
AW1Z0R83IFA7Y;Meg "Megan Chilton"
A3C5LNNYT4Z8N4;MLE from NJ
A12FVYZUDZCYZW;Alex
A28GE1IT44ME5P;sanreid
A14W5GEXGNW6R1;MandeeSparkle
A3QQTY3PTPFLWC;Beth "SB"
AUAWN5FWDH790;Lucille L. Malavenda "LUCY"
AL0K587UT0B8S;S. Carlson
A3JYODPXOQ8O7;Brenda J. Matthews
A2PE0CFU3V80AW;M
A3VBTBM2PVIGFG;Frankie J. Smith "Franie"
A2QY71MBAKFACI;Ashopper
A3C26TV7SPQ1O6;A
A2PXOI7QQYSLW4;Diane G. Griggs
A2TF8GFEM1DUB1;Kelsey
A1XCQMKJETCTVP;Night Eagle
AW881239ANO8Y;Patricia Boyle Egland
AQCHNM0OOUC9I;J. Adams
A19NADMIGK9Z6C;Darlyn Green-Kocher
A2K4KMP6X7WLBT;Grandma N. "L.K.N."
ARY9CCME564MV;Randy Klein
A1INRKAZIPXTSZ;Barbara
A69FDK4LC07JC;MAY
A3LLB00T41LCJ9;C. tyburski
A21GQ6PPGA910S;Steve Rose
A3P7X8DA9DAHX7;Chuck
A1HQ7Y6DX3MMWM;J. Chilton
A3HG96R336EG7;Sharolyn S. Willoughby
AW1Z0R83IFA7Y;Meg "Megan Chilton"
A1NAQ15MEDYW2K;Pixie Power! "... flitting around here and ...
A2RX62V4E2BF5Z;Celeste "Vodka, Apple Pucker & Sweet 'n' Sour"
A2MRQC6BB69ZEJ;Sam Aida "Sam"
A3LLB00T41LCJ9;C. tyburski
A21GQ6PPGA910S;Steve Rose
A3P7X8DA9DAHX7;Chuck
A1HQ7Y6DX3MMWM;J. Chilton
A3HG96R336EG7;Sharolyn S. Willoughby
AWBGHDHH7E51F;Trend "jewelry nut"
AW1Z0R83IFA7Y;Meg "Megan Chilton"
A2PD27UKAD3Q00;Wilhelmina Gaudy "coolartsybabe"
ABEQ0RJH5L3HZ;Oliver&Dodger
AA8RG0RBARLEN;AM "AM"
A1ZA0WS2C2XE1K;Thuong Luu
AL4BY0CWWC932;Bruce David Newland
ADTRKFLDSJBC6;Andrea
A2DMQ5BYVYAFGV;Smart Shopper
AK4ACZJT1TKHH;Lauren A. Thorne "Laureezy"
A1ZNLA8NPP42GP;Florida Grandma
A2ZSC6LSBDIDOA;butterfly
A3C5LNNYT4Z8N4;MLE from NJ
A1GK6TLHN9M8Q9;Yasmin
AF3M1Z2FOUW3F;Possum Wilson
A2ZGCT9LY1QIMY;Jill Burrows "Jill"
AQX6X9WPM88T2;dean
A6N2EWBZAP2II;robin aldo
A1HAM80QPFFBLQ;Judy Pilcher
A3TMLCA5W14X8J;Lora M. Handiboe "llighthse"
A2X7K1G8AOQEDG;yojo
A152EI97RPTXIO;Jane
A3Q0WKHO06F2RY;KBNurse
A1IAN66Y2ZDW1K;N. L. Almonte
A38X4HF6AB630J;Rosie
AUERTU2UT301C;Clarissa Grayson
A1AXC9MLGYH84;customer "customer"
A25HTMEUF7J77U;Darrene
A5ENWP7YPEIJR;frenchonionsoup
A1HJ9P00FFFHXF;Nanouck "Rob"
A3UXR5VTVE5N4F;Butterfly
A1J6795A9QFIIT;Sam M. Engle "esammarie"
A1IX4RSBQG37DZ;Karen Campbell
AS7HLGFIVJOQ5;Mrs. Sherry D. Yancey
A2I2A3R1HRUNV0;H. Kozlowski
A3FTQT5ZN4X6C1;Mfulle
A3FTQT5ZN4X6C1;Mfulle
A4NSQAUDHMEP6;tigersmama
AYNG9HUSXIW81;Dave
A1D9WVUYLHF9ND;Pamela
A3FJI0HNNWR6X0;srgio123
A28TV6N4MRDJL8;Katherine M. Lugo Gonzalez "Katherine"
A19DQ36SXJZAJ7;niotastic
A3TH9S9LSWCS57;toizzzz
A1GP6IL5XYU0PB;Texas
A2PH4H67KM1SJ9;Ms.Tate
A2XBN2KNU3M5SJ;Amery
A16EWEU1JFLJ4F;Mr. L. Gaboury "Michele Gaboury"
A1DD5FDNY8DMBG;Anne Frank "ms.shopoholic"
A3RWXXGUS4CS9T;M N OLIVIER
A3F3I0U1OA5F1N;S. Applequist
A1MH25F9Z3CPJD;Bargin Shopper "Mandisa"
A2EPT3KH8PC9FP;R. C. Darst
ALS6P3Z2YVJAJ;Jessica R. Thackerson
A2CXKBO6IFVZM4;G. Hernandez "gUiLLe"
A263IRLAQVOWG4;Amanda Siddon
A2BWADNOK72BM2;Lady Angela "Crochet Queen"
AC79BNZF9IT40;JohnSC "John"
A7D73ZLN1ZTJ5;C. Leach "cybershopper"
A3QX0UZJSYIW1P;Gift Card Recipient "Lacey In Love"
A25VRP6LLXBQNL;Ronald J. Collins
A16EOPVF02BJE2;Amazed by the product
AN6NWNR9B0DZL;Lemmie M. Downs, Jr. "Libra1972"
A1T5AOPHQ846BK;Casey "casey"
A3IWXH5KVUJFTF;Valentin
A32I7VBLG74XOH;M. Rioux "-MKRjr"
A37K8VZPD4CHER;Aimee Linder "- Aimee Darling"
A7HAH2QHTA3FG;P. Cornelius "Mother of four"
AC67EVXLP0L4G;Hetheriton
AHX93GEJG2YJU;Pete Henry
A1072AR7CSZWI2;Rica Rush
A1P5F3A9SL4DCG;Avid Bargain Hunter "Word Weaver"
AJ9MPMP2IYPVY;Sarah
A16X5YINSGXW3R;Michael Morrison
A1CBBSZMYMSIAR;ZonaLeesa
A2ZR89KVEP6TO3;Andre
A2471XUFR5CUJ;Cindy
AA81ENPA9PJOQ;K. Humes
A20VHMVJA0R7G2;Brekken Holtrop "Brekken"
A2QUOO8GTHOFN1;Richard P. Mendoza
A19KMC61FB9U5B;Kukuh Soeprapto "Kukuh Soeprapto"
A32EP0R7FI9Y7A;Benjamin
A3NNPXHO77R96P;Elijah
A2VFIU7YGHQ9IX;eakers
ABV8E0NXDQ6SK;Kappy
A11IB4SOS0XU0V;Roxanne Gill
A1QAHJ172IP2H8;cheetahrocker
A32P4UR2BERYZM;Rahema Strong "Rah1LuV"
A1Z9H3FMRRI15U;Kelly Sheppard
A1UCZHMG0CXKAM;Kevin L. Mackey
A3SOX383Y4I153;Lau Tac Thon "Mr. Texas"
A3HI5ZE8DCIM5S;Everett R. Rogers
A2XE42239KCA0E;Ashley G. "Shortie"
A26XVQLVJ1FHF5;Ariadna Bila
A36Y3P0R5WK2DE;Jesse B. Rasmijn "It's Showtime!"
A3IR834T7AROBT;Ed
A2TI1NJFEHXJGR;Robert Santos "McGwyver"
A2WDWJLXVGU362;Mr. S. P. Kimble "the duke;book maven;"
A2AOUA3VHUP2KB;C. L. Burnham
AWRPDFW3BLDJN;Suzanne
A1Q02FISG6OCM4;Strawberry Sundae
A37MVMS29DD8DZ;S. Wachtler "Happy"
A162GMSDETUXL5;M. Sanders
A2W2VRFN3547SY;John Borrelli
A2PYFZIUAAAZXZ;Judy A. Holloway
A1I1EX67IRYTVW;Gwendolyn Haley
A10YNE6AKSB1F1;Faylynn Deuparo
AF2NRMQO2YNCS;M. VIDAL
AV1Y79IEHREA3;Lil Vicious "Ms. Bridgeman"
AU86NIPRNJY78;woody
A3A59O3WUD1340;James R. McLarty
A22CTR3O1V2E4I;Dustin Patterson
A2MW9FUSAIB3MP;Christopher Bui
A1M5FW3RKW2N9I;Shannon H. Arceneaux "spike"
A3VZ4FJB5WOEGO;Jerry W. Hutchens "simple man"
A3QECPKFJPBWD6;Tajuana Bazilio
A2UL9QTGXHJ5I3;M. Stacy
A35E8MP122XCNK;Ms. Laura Kent
A35E8MP122XCNK;Ms. Laura Kent
A3LFMN4OX6EGS9;Gail Lynn Rose "Rose"
A2RYXV7ZPMQV5K;Quite Contrary
A1PGB65YZHSRUP;Patricia Schudel
AAB5SBOWD33O9;andy
A2IXL8RH6LQ35G;NOEL
A1N3VNG07SUWME;Shell
A10TNZ4WW7WTBQ;Theresa Anderko "the clown"
A1N2OH0UMIPYR2;Bubink
A3GYHGVNZ6MI7P;jag
A1ZYQTSI1DKWC5;lochnesscat
A125FO6G61RL1V;whodatmonkey
AK3SBVS4N2LQ7;Karen Meletti
A3ESHHOFPSLR1H;Samira Ben Messaoud
A2ITM75TE42SVB;Clavietika
AB5XA0GM92SYA;Debbie Bannister
ASKX6HZ577S9Y;Beth
AASOROVVFT6E8;Patricia C. Whalen
A1GQDNFFM6IC64;aggie
AGS7OPW87EZAO;Stephen T. Rushton "Steve"
A3SKA50V03KN8C;cw1180
A1Y3MC1ADTWM5;H. Geier
A2EEEEI78T67YW;Jesus Quintero
A1O2KFXOG6SEBJ;Maria
A2EJ1BCLYNY6YT;Evergone28
A29BTIZJ65RE1B;Lois M. Baron "AtoZwriter"
A1OA3WLKICJ42R;Kathleen Michel "Katie"
AEU8KP6QYSZ7H;Charlie
AYJ6HMJYCHX2C;JulesJAC24
A3MKDG2QQ6XOJL;Brandi
A23EJBMMXUNA2E;Bryan
AKD1BMEN0YJNX;Millie Stevenson
ARDU9KQ98IFAY;L. Kearns
A28D1NODQR7TC0;Julia A. Battle
A1KCFJI58F83IU;Cynthia A. Means
A2MJK0BEG1CBKL;HM
AVXT0TEQDLLBM;Angela Thomas
A2QCM23V99M89D;Counting Caroline
A896PG7DXWD9W;Jenn B.
A22R2A82F1E6E1;Amber L
A1DJJPT73HEQ1E;Rachel Moorse
A26SNFYWFPNOJX;Bo Qiu
A1NEONARBBFTKD;Lynne
A2RCEZB1Z1JPIS;amalitta
A30LS043AY1X6G;Sad buyer
A35D6AD5O2RENL;C. Mckittrick
A30Z1CE5HTCM6I;alan
A1DW05LNICMY1V;Morgan B. Kennedy "scarlet880"
A2QOSBPF9H6IA;melany
A2ZL43BCGKWOIV;Win Win
AVIWXDT4R2L7R;mbsS
AQG94PMAFNTDR;tigertom
A3P7G735QI1ZFC;putzy32
A2K7FO64EKHV5P;just trust me
A297YVGPLSW0WJ;AtlantaBabe
A33Y8C4818EJL0;Live, Laugh, Love...
A1C7G4VZIHT7Y2;Tania
A1PTNTOGD4NONO;beth283702
ABA7PNTIT1APB;Negrita
A1PRBG5JRSOX5Y;Dennis Winters
AO5ZCLZFFX6FN;Tactix
A3R008S6JYLC74;D. Kraft
A2EM09JWC4TUNI;Laura Bailey
A2ZUYL2P5WOG4T;Emily Whittington
AGMR4BDNZ9K6;AMOM
A2LDB3SDEHYXSP;JG
A3L9NH4Z03F0HZ;Natalia
A3BSOPJV3SWS3J;Chelsea D
A1M6RTECMVWNME;Alexander J. O'farrell
A2NZJHJ9C75B62;C
A396JOR095Y7DB;Diana S. "D."
A530JYA1L2WF5;Kim R.Williams
A1Z751009R11RR;Cody
A7UHKLVB925I2;shopgirl
A1HOWN0EHR7IRJ;Bargain Hunter "bargain hunter"
A30GLAVY6XJN63;kim luoma
A32QAS1NZBXMN;Charlotte Yurkovich
A19OUJAJJAMMM8;banshaker
A29NQK9JOYLNIP;Martha M. Pollock "cheygrl"
A1RH252OAE6GEQ;love143
A1I8TRGBF9IOAZ;Kathleen Weber
A1I1F0UQI2O4S;lovebugsmom
A2IKXW8455AHB9;rpilon
A35WNASAEXY5CL;Rebecca A Freelund
A2GDEH1YKHRJMY;G. Pimentel
A50W7JI82SKY7;Cynthia J Luczak
A22ACSYDLDZTWP;BShops
AHUIR9S3FZ912;got3babies12
A2K775O84IZY30;Diana
A3T5I78NWC2OXC;Melanie Hill
A19XDHIGB7IJP6;Kartik Jain
A1QSJ3V32C3H75;Moedarling
AF2VNW7FE37YG;Meghan
A3AOKQCH0YBZDS;L. A. Vitale
A1K1X94T6OVJBK;jpod128
A1AYCRG3BGL3R2;vmd
A3BGWWSL9ICQ3V;Arthur H. Johnson
A1USPMSTUOMHS5;Dianuca
A23233ZL4SY9FV;psatty
A2VFCYHWIPH91T;M. Crebs "lotz"
A3JLGZBZ65E3RD;Melinda Schermerhorn
A3CYX3S7Y4A6UV;Alicia
A31XK4JMD70K28;Kathy Petzold
A3R7YF7CONQSNV;Amy Puckett
AL583T6AIIH45;Kristine M. Bussa "Ann Onymous"
A25TR6LG8IH0M9;KC
A1Z4BQ4GZFEI10;Jaxon
A27ZCJ7S25W86P;Donna
AIT3GD7MUIMA6;Darlene Bilderback
A393S88O0QU0UP;Artemis "Artemis"
A1HOYV1MJ6TK3P;S. Bhakta "pastryqueen"
AKEKIC9FA23Y1;Mackenzie
A2SFZKY17XH033;ceejae
ANIMA9YH279TX;kakewalk
AO1HIVTUCQZQ2;Mon
AYPTUFYHHECTH;M. Yu
A3CFSH6OQGEN7R;Debanjan Goswami "Debanjan"
A2KI401CAI17NF;vct
A2CVZGWORK2L9J;Christine
A2Q8044S3PQBQM;Justin
A227BBPPRQIRQZ;Natty Sue
A385M29BZ4VO1;Lesley Baker Stephens "Lesley"
AH8W3XZKWQDOP;Jaime Nicole
A383A3WV2VVIOL;B. Tadlock "Real Estate Investment"
AB5X8ZWJQZ74L;Pink Chilli
A39FC65CRJLO92;Sam
A11PW5F0OPYYXC;Cynthia Collver
A2JL0Y574JVJKP;Taline Gebhardt
A3J37TNALOVPIC;Barbara
A1C6HINUGNCDRE;L. McKinney
A29QPBX1MCBHRB;ilex
A3KQWLBPGA1RUN;kat
A2EESB135E5O2;Robert Smith
A1CEVB23TQ3UGY;asteadyrain
A9QIT2INCCH66;Katarina F.
A1S2O8IUMNTMT4;Melissa K. Power "melpow"
A1GGFMKKZ5GVBL;Angela
A1JX6KXG84VAGY;D. M. Wagner "Dani"
A23XAHPDSKCOGP;Louis Rosenberg
A1A14NS30JYSC2;Sue Lortiz
A29IJZ1MJ8A7M8;jennifer
A2UUFK80Z0ZFV3;Kim
A32GY06GUOSFCU;Rexitron
A3AEDK4SCMO18M;Ester Reinmund "Ester R."
A3B9YXR53MJKZQ;John Mather
AHA7IK7TD79P6;J. Kaiser
A16T8DE48SRWEA;Chanee
A1Z5X76MZA963B;D. Lail
A2D4FQHV506EPB;Nini
A1MZJ977WMS382;Reviewer
A19RDMX22VXXSD;SD
A2MT7D0R4QZZZT;Fran
A2R7RW09RLCWJ6;Joanna
A2BHZDC03T9BLZ;E. Chen
A1GJWL79ORKPDO;MareBear
A25CY0I386755K;Kevin Khan
A2W2NZ4RIKN8Z3;Christine
A11A271G891SPE;naphone
A3Q0C1XUJ6OMAA;Priscilla T
A10AWAE0F6CAP1;J. R. Hynds
AJJHEYA5DOPGL;Chris. M
A397ATSN4T1LKG;Lisa Calara
A1MY1BQU0NSA3V;Diana L. Sandefur
A3VUAE72TR9GO;John D. Hollier
A2AZ88MDZBAUFW;Vicki
A46562Q9BJE13;carole scheiber
A1DY1PK7I4ZSKB;tfoss
A1MJCGOBHAQQ8M;CB
A2ZWFVVLUOUKK0;L. Malchy
A3NW1AC7GZPJCR;HanT
A1YSS01UE8WUWQ;R. Cuschieri
A2ZJPN4IW3XFAI;K. McCabe "mcpenguin5"
A3IEIK02SDTWNF;L. Collier "ladybug"
A2VY6PIZHB12QK;garnet10
AJ48OJORP4NE4;Writer Mom
A1SGQHB4Z4488P;AWOL "Free Spirit ! ! ! ! !"
A2120R0TMKXFCY;Nahal Khalifah "Nahal Khalifa"
A3TSXL7R59FSLT;Fred Freeman "Grandpa Freddy"
A66SZURSYVKJF;wnw
A3B8CY750UOASQ;Medor Wengovik
A9M3IQ6EZK1P6;annie
A3UHYYTOD7SC4V;Kristina Blake
A3GVTN23YLO1RX;7CatMom
A33EZB6GN6ZSDK;G. Bertucci
A23W8MR1H3UHOZ;Neddie Ludd "Neddie Ludd"
A3A55TCSYNRB1O;JN "John"
A2GNGVBERAY6A6;Consumer
A3A8YCLCJU8D38;A. R. Snyder "Pluperfect"
A14RXPQ4QHN19O;Shirley A. Morales
A16OHC0VY2S9X3;Ronald Lands Jr.
A39E3XYQK16AT;Krishna Sagiraju
A2YZ50JL9TKNCL;Celvia Jones
A20ED0CL3OTGI8;Marjore A. Sedor
AWBGHDHH7E51F;Trend "jewelry nut"
A27MM3UQXFA7CQ;Joseph M. Noles
A2CH6608VJ51FB;GatorGurl2007
A2HP7321H9PGR8;Victoria E. Green "The Complete Idiot's Guide...
AMHJTFNOQI3M5;Buckeye Girl
AJ08WOFCUJBYE;C. Mulvany
A766XKY202RL7;Michael B. Nash "brick"
A1CJ7CNBRI7DK9;Renee C
A7BBMTHXJCBG4;Evie
A3R3OQD4LHKE2J;Philip Johns
A26RVZSJZPBY06;Lady B
A2AA1J9X2WQ1EI;Michele C. Stradley
A36EA1M8V6GNPG;K. Lynch
A26T3M83RDKTDC;Sam Sung
APQ4TTLADDG4L;Dianne
A11HF6J39JA0KB;CSPAN
A2WKIVV26BTTNV;ile saint louis "ile saint louis"
A1TNO27K6MOQNM;J.B.
A2ZXZ3IXSTMQ42;Patricia A. Romano
A3FOL5CECUQJKV;V. Holmes
A2KWX10PI0096T;Craig Taylor
A1C8DQUX30TG8N;Patricia A. Perry
A1MXSI1B9U0K1C;Zack
A303TPSMLHY7IA;Donald R. Finnie "TexCollect"
AI7XP093FH40C;Paula
AQOE9D4PDRTQJ;Kathy B.
A32RI2J8EM3C37;KJM B in Sac
unknown;unknown
A29KWG5KG185YX;zizi
